,seq,x,y,orient_x,orient_y,orient_z,orient_w,linear_x,linear_y,angular_z
231,231.0,-2.396589209967687,10.205852196518975,0.0,,,,1.5881199599446763,-0.03270244172079247,0.12555911971024347
232,232.0,-2.336034235882372,10.054272996523952,0.0,,,,1.5396618630323786,-0.04378253044960529,0.09677535855482258
233,233.0,-2.319987142817188,9.94445237255603,0.0,,,,1.5086185012242896,-0.049174993324988245,0.047453048010661365
234,234.0,-2.24730835108036,9.937890988900891,0.0,,,,1.5559362924902087,-0.047368314780360396,0.03937094105097085
235,235.0,-2.020764709871129,10.262321135593758,0.0,,,,1.569359180291208,-0.023794306897351583,0.039754762013699256
236,236.0,-1.820815066482377,10.513483411009432,0.0,,,,1.6149961383482974,-0.005712798139213792,0.07334811043805081
237,237.0,-1.709363575879588,10.65966480581404,0.0,,,,1.6200441704777935,0.003256256248228783,0.0734085545842478
238,238.0,-1.6312780662840023,10.780470022282053,0.0,,,,1.5456379627087236,0.008207105132091861,0.024741793031409304
239,239.0,-1.6369157203785674,10.627407748834178,0.0,,,,1.543877402390241,-0.004281851745798759,0.025641463544627357
240,240.0,-1.622000929422216,10.631400197010569,0.0,,,,1.544091145590819,-0.004408096055260263,0.025641463544627357
241,241.0,-1.6010188443951263,10.636184124282554,0.0,,,,1.5783595516058608,-0.0043520406186908465,0.046767853562073046
242,242.0,-1.456478053304308,10.732572319198226,0.0,,,,1.6006542996707915,-0.000554908797415158,0.03728315653442704
243,243.0,-1.3906786872361463,10.796491236697777,0.0,,,,1.5747933224569477,0.0020402247764651003,0.0148341759441602
244,244.0,-1.3498529784143931,10.790931288451448,0.0,,,,1.5718086767771635,0.00012808318335708621,0.01468890660458374
245,245.0,-1.285784205262121,10.797373183798454,0.0,,,,1.5254198379099069,-0.0014497473655994532,0.0457414833804197
246,246.0,-1.240238626304753,10.742496560662477,0.0,,,,1.495485861574211,-0.007167925273732542,0.056813350404280163
247,247.0,-1.2258080437521381,10.746420833646019,0.0,,,,1.495409680390289,-0.007292619132643182,0.056813350404280163
248,248.0,-1.1742105552521163,10.760670348355037,0.0,,,,1.528036216179686,-0.007141716723558902,0.08058748008837234
249,249.0,-1.2350511786093432,10.649984529283248,0.0,,,,1.509780950545186,-0.014073251732001513,0.06323896068661924
250,250.0,-1.317209041302763,10.55754101532622,0.0,,,,1.535463584540293,-0.018228785585704777,0.02232322882874381
251,251.0,-1.271830250839716,10.534773555349842,0.0,,,,1.5075816020749997,-0.020004454811155026,0.026016502691918793
252,252.0,-1.244075120456371,10.513628924062534,0.0,,,,1.43819603504673,-0.018903969082478406,-0.007333066412047215
253,253.0,-1.1917374078605079,10.565941808521607,0.0,,,,1.44051400334958,-0.015509791294111888,-0.0072280499964925225
254,254.0,-1.1373594001724026,10.609323964207583,0.0,,,,1.4786128645171106,-0.012048311357812907,-0.05434281249101066
255,255.0,-1.070843982223784,10.622793526422214,0.0,,,,1.5102065404249838,-0.011722873361920884,-0.0055589698370433135
256,256.0,-0.9038971792895204,10.78665188985086,0.0,,,,1.4584411931164731,-0.0007879244115330409,0.0015348439926723377
257,257.0,-0.7759617796395003,10.913688995894766,0.0,,,,1.4990512311621564,0.007282594913303175,-0.008388989685634757
258,258.0,-0.6756501708622297,10.818946620606637,0.0,,,,1.496948329518233,-0.0059231923662834305,-0.013564214320031241
259,259.0,-0.7008810424452815,10.712868190337206,0.0,,,,1.493380993332174,-0.014345182646705352,0.04157780713910347
260,260.0,-0.5785216763045166,10.737972630816376,0.0,,,,1.5334367287329296,-0.01382533867579425,0.07139366264822347
261,261.0,-0.6357294721118308,10.815572821969306,0.0,,,,1.5265907102985032,-0.004938454007267244,0.0711662073885953
262,262.0,-0.6685697808536154,10.880244739284002,0.0,,,,1.5990079319503914,0.0019380971831732066,0.03614962524258541
263,263.0,-0.6016492649171015,10.900683140974685,0.0,,,,1.6208297546115562,0.0016201418158516957,0.04791124023517374
264,264.0,-0.5879277678453214,10.863633248538632,0.0,,,,1.572691876407736,-0.0024692541908892963,0.045677017983197135
265,265.0,-0.6106794794683745,10.824380605237303,0.0,,,,1.54726864709731,-0.005269201214812841,0.04691316275595039
266,266.0,-0.4588940773583793,10.802426110615198,0.0,,,,1.5320042438179875,-0.011300074137324272,0.06995229436815804
267,267.0,-0.4023686254878068,10.76590651990008,0.0,,,,1.4625068725860058,-0.014683149882822466,0.041366071067203844
268,268.0,-0.36297252684532755,10.772649213089029,0.0,,,,1.3903548106809709,-0.01419913058746547,0.024862676024857824
269,269.0,-0.3078411590041631,10.707187982941939,0.0,,,,1.3498991825485205,-0.02034867483097035,0.056443546431559806
270,270.0,-0.2944965662524979,10.709208213630998,0.0,,,,1.349121211057864,-0.020497679829085846,0.056443546431559806
271,271.0,-0.22660718428016055,10.721478160867802,0.0,,,,1.4526630516182357,-0.019543996379450135,-0.014805630165239258
272,272.0,-0.07436155115690692,10.661789868730205,0.0,,,,1.514355498099601,-0.02693903380951361,0.025678626785924197
273,273.0,-0.059287352257741635,10.663265957282052,0.0,,,,1.514421562681743,-0.027115666860364943,0.025678626785924197
274,274.0,-0.02668278853410034,10.66594309189375,0.0,,,,1.4806756147035949,-0.025820328003334926,0.0426432728446314
275,275.0,0.14196749118875424,10.651430804109241,0.0,,,,1.503995136923965,-0.028732706129975416,0.084910402572499
276,276.0,0.20465733630507751,10.657230622935817,0.0,,,,1.5235978181201504,-0.027468377549949533,0.04198464505113242
277,277.0,0.21984306952157645,10.658503749201696,0.0,,,,1.5237054087195223,-0.027638755877309563,0.04198464505113242
278,278.0,0.39730111823941,10.53625153717374,0.0,,,,1.4648196563825175,-0.039395968856707465,0.033268349705777134
279,279.0,0.43901265346798846,10.53847236568691,0.0,,,,1.5186875451056066,-0.03843695554499586,-0.00962251902431412
280,280.0,0.4623717256010284,10.537531457587711,0.0,,,,1.4908098640019134,-0.03755665886349141,0.0049109755344249545
281,281.0,0.5747424397978891,10.22979758168244,0.0,,,,1.4743504299732357,-0.065375857604887,0.01946892155057483
282,282.0,0.6619862420032152,9.998613747404919,0.0,,,,1.5290490836462525,-0.07560365531165442,0.060156217819148615
283,283.0,0.7793874990474872,9.953804275673312,0.0,,,,1.5324320840144343,-0.07941854120054398,0.06027134063875101
284,284.0,0.8048045416067998,9.943124626959714,0.0,,,,1.538303547237059,-0.07498883610230855,0.09288151061782832
285,285.0,0.9235988507975689,9.906118691197783,0.0,,,,1.5570332905943178,-0.07241620520709321,0.06625450328141762
286,286.0,0.8980151863727112,10.015416449864329,0.0,,,,1.5738820404815106,-0.058728699781021694,0.059375996245686916
287,287.0,0.9133259756769057,10.011716421699811,0.0,,,,1.5742215263724268,-0.05901268541494821,0.059375996245686916
288,288.0,0.9486437139250236,10.002054945365145,0.0,,,,1.5377533869500006,-0.05574414076976889,0.03436268014252106
289,289.0,1.0104797224827786,9.994862141898253,0.0,,,,1.5388183967509839,-0.054260000163443414,0.04941164855425886
290,290.0,1.0254737449986386,9.991355709073172,0.0,,,,1.5389729000350394,-0.05451512541544093,0.04941164855425886
291,291.0,1.0862312717673615,9.977106627329645,0.0,,,,1.4991629469681917,-0.05001779375187558,0.05170567152715976
292,292.0,1.2202465295909222,10.349886616591593,0.0,,,,1.5051279450368231,-0.014229842311289658,0.0745228612797196
293,293.0,1.2602333362666382,10.349568831430098,0.0,,,,1.5400671621706719,-0.013845428389189727,0.08391047479509452
294,294.0,1.2928086019264062,10.349805978204676,0.0,,,,1.5494750458223376,-0.01346654977620545,0.0616914128335851
295,295.0,1.4359134193569392,10.34472470800927,0.0,,,,1.595629175475346,-0.01300751496020772,0.05696710681988258
296,296.0,1.4518689556487965,10.345052699783672,0.0,,,,1.596045850374885,-0.01305410352039701,0.05696710681988258
297,297.0,1.5157478703852258,10.345731777365907,0.0,,,,1.6486668448523984,-0.01229792809903468,0.07495523630346279
298,298.0,1.4554635761132406,10.46173444929488,0.0,,,,1.6557904470272964,-0.0032507812675241464,0.10261292052493559
299,299.0,1.492469359040359,10.464664446785665,0.0,,,,1.6764483861524215,-0.003148586436124603,0.12772881925571167
300,300.0,1.5091620348955992,10.466257668430867,0.0,,,,1.6772527984758263,-0.0031491097463163618,0.12772881925571167
301,301.0,1.566626280414964,10.685884551249409,0.0,,,,1.7034435022942904,0.013392456511318809,0.0999089972358441
302,302.0,1.6314919977189262,10.706482380608275,0.0,,,,1.6035784078165454,0.01245155190499949,0.13796793578663985
303,303.0,1.6660195721233777,10.714463132323878,0.0,,,,1.6096428441333002,0.01215438326938331,0.18091681306671087
304,304.0,1.701811323944578,10.724326227347134,0.0,,,,1.6167292511762177,0.012004224579029698,0.18671298961254165
305,305.0,1.7175136758204999,10.728186838219854,0.0,,,,1.617176601261805,0.012074135010261106,0.18671298961254165
306,306.0,1.7325723615147737,10.731251977897276,0.0,,,,1.6256054624635263,0.01171742438729355,0.15165060789655416
307,307.0,1.8540076847124727,10.684083998988557,0.0,,,,1.6812851009346044,0.005674088724369104,0.13354293473360393
308,308.0,1.8704623852039948,10.687554440740868,0.0,,,,1.682034056260977,0.00571080109580705,0.13354293473360393
309,309.0,1.8762544199488027,10.689244018434977,0.0,,,,1.6458805693282448,0.005365202218644213,0.08594273615690273
310,310.0,1.9394215243711113,10.538339887403303,0.0,,,,1.6360469876316202,-0.0067597919368059525,0.10348827319765312
311,311.0,2.0098330108912776,10.547526099594252,0.0,,,,1.671443134226107,-0.006374565665499569,0.12815127073451602
312,312.0,2.058963070609713,10.554028970214222,0.0,,,,1.6030528481367676,-0.0060065387917958,0.16390703631308662
313,313.0,2.028294595044661,10.617694411646715,0.0,,,,1.5989103525618835,-0.0008113844858705643,0.16365486144126284
314,314.0,2.0106319478975023,10.663009377302924,0.0,,,,1.6163117347314222,0.002633222639261161,0.1481568442656504
315,315.0,2.2106641648819965,10.660069987054484,0.0,,,,1.675555086147701,-0.0005856557022314289,0.17498251586092345
316,316.0,2.227099792216369,10.663345303226349,0.0,,,,1.676205692279514,-0.0005806198552246729,0.17498251586092345
317,317.0,2.2679859990936766,10.671265652428033,0.0,,,,1.6578639489126372,-0.0005161669405506575,0.12582412094721027
318,318.0,2.416600353651731,10.53139068277711,0.0,,,,1.682878753705207,-0.013077777141037457,0.08857600025521678
319,319.0,2.4735429352100087,10.537123338527158,0.0,,,,1.664077215124569,-0.012342730629757055,0.05948040311811027
320,320.0,2.4900873892622752,10.5389412433321,0.0,,,,1.6646368829995135,-0.012395168342517046,0.05948040311811027
321,321.0,2.573063738219045,10.6692215559636,0.0,,,,1.6907780400483405,-0.002879488880176511,0.05522827640203229
322,322.0,2.5838111602383065,10.75615035339789,0.0,,,,1.6470748588281665,0.003056701154543614,0.05559810026285451
323,323.0,2.6401190279543636,10.769762889594903,0.0,,,,1.6129579705442345,0.0029342241550115323,0.07510673971506218
324,324.0,2.614594272678385,10.666556537980558,0.0,,,,1.604684938801478,-0.004199272328078237,0.07456201436203065
325,325.0,2.6430648366523615,10.671476352289712,0.0,,,,1.59502151845715,-0.003926844284459857,0.061008011006290205
326,326.0,2.731068128883079,10.68711287187755,0.0,,,,1.5626597030018334,-0.0037141347466613335,0.0663933514577132
327,327.0,2.7662222211653122,10.613852544282103,0.0,,,,1.5621251689218771,-0.009881290656498651,0.06634577322918479
328,328.0,2.8127018000629085,10.621333156349888,0.0,,,,1.6155949241662788,-0.009265456029626936,0.08683848203376036
329,329.0,2.904321802521625,10.634681560590604,0.0,,,,1.6039302073658988,-0.008812150331088562,0.10828563056430357
330,330.0,2.8975425111447364,10.66865336147526,0.0,,,,1.6012768351538769,-0.005951709432562846,0.1081155747475492
331,331.0,2.948594783162653,10.677552225736054,0.0,,,,1.6711470582882468,-0.005564470273403175,0.08828996914291246
332,332.0,3.0012654294594703,10.686543397450478,0.0,,,,1.624441861270913,-0.005247297165627041,0.08630732952910404
333,333.0,3.0201198393172004,10.603409604497244,0.0,,,,1.6206895811979933,-0.011398262745248336,0.06484006221640153
334,334.0,3.0361973643201274,10.605467590047297,0.0,,,,1.6209709174517613,-0.011444706688007051,0.06484006221640153
335,335.0,3.1630567083808914,10.465051419281126,0.0,,,,1.6028967296926764,-0.022700741383564545,0.06208873280525784
336,336.0,3.221824279102082,10.46747716693016,0.0,,,,1.584952325063969,-0.021416899232650173,0.05336826457219721
337,337.0,3.2376567623136756,10.468252154357414,0.0,,,,1.5850449168483298,-0.02150969602202084,0.05336826457219721
338,338.0,3.3885623526510344,10.587186714673575,0.0,,,,1.5781839009846153,-0.012451378914373555,0.08655583450149715
339,339.0,3.440959292831415,10.593607557837334,0.0,,,,1.6552739820387097,-0.011648261560058486,0.04071088571699439
340,340.0,3.4796148299852456,10.598594044089849,0.0,,,,1.6646546245464162,-0.011329802007250478,0.08091982535307775
341,341.0,3.520212594743731,10.666514735929079,0.0,,,,1.719807884295264,-0.006144660397680916,0.048689895947097925
342,342.0,3.5372122276969518,10.669144867136554,0.0,,,,1.720548636962238,-0.006161238640053526,0.048689895947097925
343,343.0,3.717763343203013,10.744893372116522,0.0,,,,1.7599555908217248,-0.001972426793484843,0.06330868547893802
344,344.0,3.7921649019618355,10.758984897488274,0.0,,,,1.7950911060826145,-0.0018196755644413545,0.04802954475704278
345,345.0,3.8097904034300263,10.762415060120807,0.0,,,,1.796142594813215,-0.0018153186741487603,0.04802954475704278
346,346.0,3.9370473396353174,10.756262378334426,0.0,,,,1.7573663178456211,-0.0037906210511924818,0.0370081417826847
347,347.0,3.9579671065179545,10.760103946308222,0.0,,,,1.7118645400907704,-0.0035334040378914022,0.03715740300752473
348,348.0,3.987456309735992,10.765529868871315,0.0,,,,1.5841568438070197,-0.003296478851969971,0.04914056179715235
349,349.0,4.031342850879283,10.871591336277659,0.0,,,,1.5835621774475919,0.0035642351411344906,0.04914004865842612
350,350.0,4.016306096997328,10.934569364389034,0.0,,,,1.570424479267974,0.0076096649882079455,0.04803680574040185
351,351.0,4.07246517896717,10.950419242157132,0.0,,,,1.560347314040169,0.007274564582411843,0.09093154955059164
352,352.0,4.147993262193803,10.924524807497356,0.0,,,,1.5463641959493817,0.0037996622447884995,0.07783430160877403
353,353.0,4.162970190582047,10.928369318382073,0.0,,,,1.546124722063288,0.003829724348512917,0.07783430160877403
354,354.0,4.2038641094408575,10.938806550800933,0.0,,,,1.5241972237230883,0.0035498793132582845,0.05440408747373027
355,355.0,4.3442618224582645,11.04750170404075,0.0,,,,1.5079937175213307,0.008474336667721684,0.07053486737699965
356,356.0,4.35868212198266,11.051906577977997,0.0,,,,1.507570756111404,0.008526146190312237,0.07053486737699965
357,357.0,4.406427303126184,11.065577697104453,0.0,,,,1.5419739093484621,0.008085886046189756,0.04409839272911644
358,358.0,4.414872039929916,11.084699288609345,0.0,,,,1.5296140760119155,0.00887141811616774,0.09372918527389505
359,359.0,4.458825998189831,11.099125688053878,0.0,,,,1.4944542229303506,0.008455936529918575,0.08640656172834832
360,360.0,4.536916378898323,11.123557905743736,0.0,,,,1.545447018748151,0.00808981891870639,0.08650485864035107
361,361.0,4.465092581270229,11.194734770240984,0.0,,,,1.5496968728358842,0.01446666666809588,0.13362519878750717
362,362.0,4.47955018191056,11.200314107749712,0.0,,,,1.5495300086575325,0.014544874008974314,0.13362519878750717
363,363.0,4.487462103304021,11.203997897743134,0.0,,,,1.5202823804041394,0.014137642377282518,0.12408050331813769
364,364.0,4.555922605809821,11.237164253440067,0.0,,,,1.406758934701954,0.01408152350672116,0.10506086154352369
365,365.0,4.568991207086261,11.242361172854059,0.0,,,,1.4059008607647823,0.01415504302578391,0.10506086154352369
366,366.0,4.619371137148618,11.260999754393508,0.0,,,,1.4578771494842369,0.012906884434192883,0.11389108977710777
367,367.0,4.789645933880011,11.220759684671345,0.0,,,,1.427271860500239,0.004506314731333677,0.10119281634403246
368,368.0,4.852434919057913,11.242125091061878,0.0,,,,1.4349892118157201,0.004308268705022353,0.054357428659208465
369,369.0,4.906334595541992,11.260536881799691,0.0,,,,1.4279650658432157,0.004111166773151707,0.02580281603603805
370,370.0,4.838038071641048,11.392962775419226,0.0,,,,1.4230397342765042,0.01611876001875853,0.025660902497070995
371,371.0,4.872170198689062,11.407811842357923,0.0,,,,1.4154087643398414,0.015246025045982494,0.0027468728889428386
372,372.0,4.904351740206261,11.422988360927299,0.0,,,,1.3643543849753126,0.014477307047379633,0.01952590245325117
373,373.0,4.9045043107811175,11.484916709552087,0.0,,,,1.4218215475402767,0.018229963541033654,0.047218026463433684
374,374.0,4.917313978161643,11.491081861745517,0.0,,,,1.4211577750493776,0.018318224414129183,0.047218026463433684
375,375.0,4.977559228657473,11.519908280206437,0.0,,,,1.420808363137153,0.017461537115369963,0.06653144657074392
376,376.0,5.091796326540908,11.365975822356885,0.0,,,,1.4877220351068072,0.0018143075714621738,0.037535163710247434
377,377.0,5.143902868952967,11.384924420482841,0.0,,,,1.4952394233983146,0.0017195437494608504,0.03855371362325975
378,378.0,5.157952625952162,11.39003719333614,0.0,,,,1.4949834513795317,0.0017269892397965352,0.03855371362325975
379,379.0,5.242675142956861,11.389195113787004,0.0,,,,1.458328221591216,-0.0008105209680996873,0.04289509239080337
380,380.0,5.2638689871176245,11.396313828079933,0.0,,,,1.4178891042689745,-0.0007692720312808289,0.05321063624885148
381,381.0,5.326271869420595,11.417978299122955,0.0,,,,1.3535436550067184,-0.0007455131086423446,0.08715467338083528
382,382.0,5.438941397991377,11.39514080520032,0.0,,,,1.3577291676892542,-0.006073375949015833,0.08737147521802525
383,383.0,5.501372472204064,11.415571735636487,0.0,,,,1.3881311340092184,-0.005569610252553338,0.06267172303743071
384,384.0,5.526230401880402,11.423384990894894,0.0,,,,1.3703669317647131,-0.005435825901925763,0.060552314336530924
385,385.0,5.617526836308826,11.376004159505246,0.0,,,,1.3377891084227287,-0.01107923475969254,0.06578065166464771
386,386.0,5.6651637733544264,11.38954845793416,0.0,,,,1.3241659332130606,-0.010534308839874667,0.08637358057821379
387,387.0,5.677893491048016,11.393177692945478,0.0,,,,1.3231414556708923,-0.010583498675142036,0.08637358057821379
388,388.0,5.769846013030196,11.478829460859146,0.0,,,,1.3208197883044785,-0.005746905711636485,0.044786651791916175
389,389.0,5.801655330928442,11.48935437124846,0.0,,,,1.3337354121645317,-0.005423945325107713,0.06397191791027772
390,390.0,5.875183114120941,11.512989140355646,0.0,,,,1.3186149623290688,-0.005194528540423406,0.044020620302981706
391,391.0,5.966250803788596,11.716424080059,0.0,,,,1.3270912748555703,0.00823091147576651,0.04439116493689474
392,392.0,5.9974268061451905,11.729772712413189,0.0,,,,1.3303471975645023,0.00777058666366937,0.06006267413840559
393,393.0,6.062462613957328,11.75710661069223,0.0,,,,1.3798304808493034,0.007401351937926947,0.08681765692297341
394,394.0,6.168659068874994,11.64694440999844,0.0,,,,1.387221143360396,-0.004367671798032312,0.06338912349364242
395,395.0,6.181757687274211,11.651503154270465,0.0,,,,1.3866140139773362,-0.004387450120349034,0.06338912349364242
396,396.0,6.232647248371403,11.669372605878936,0.0,,,,1.4370804310372043,-0.004148007764623174,0.034561892631269
397,397.0,6.322097079099305,11.784248591351387,0.0,,,,1.422936238891528,0.002275061200532405,0.04261271822613669
398,398.0,6.355028003518826,11.797538834835434,0.0,,,,1.4037837741328203,0.0021591881824991202,0.03016926767344753
399,399.0,6.368047436622626,11.80278152172457,0.0,,,,1.403285412921188,0.002170426955209343,0.03016926767344753
400,400.0,6.39133644018113,11.85261434801369,0.0,,,,1.4651029760362946,0.004942770950379125,0.07200770970391852
401,401.0,6.4383395192725,11.87272999577849,0.0,,,,1.4974451047592872,0.004688356686180789,0.0690867667904764
402,402.0,6.506446391002586,11.901799582095116,0.0,,,,1.5860707155923504,0.00445742314773992,0.09706151576983724
403,403.0,6.684201659282678,11.849122652503736,0.0,,,,1.5798445147208207,-0.004687853267389264,0.09403672128121804
404,404.0,6.699009845011263,11.854633883549003,0.0,,,,1.580242978144694,-0.004710322026289443,0.09403672128121804
405,405.0,6.855881062468032,11.862019531146501,0.0,,,,1.5392768660048992,-0.008209256081987925,0.06568026555676476
406,406.0,6.938035579185947,11.854647491322655,0.0,,,,1.4642457158709177,-0.009634062617720476,0.04446704247152655
407,407.0,6.951961117236006,11.859170799693354,0.0,,,,1.4640411807213165,-0.009679022239050261,0.04446704247152655
408,408.0,7.135676222233618,11.90020421090564,0.0,,,,1.4595718779683933,-0.011500460006106411,0.04549648257444429
409,409.0,7.28715328662242,11.935384851111545,0.0,,,,1.46078921397525,-0.01184036464871212,0.01590885023340951
410,410.0,7.3740989703103885,11.788911608718744,0.0,,,,1.4543617798515929,-0.02604494323681929,0.015747354893213654
411,411.0,7.408216116102992,11.666109603950876,0.0,,,,1.450826379040634,-0.03303279461092742,0.03665564050048936
412,412.0,7.447181457831345,11.669581795369774,0.0,,,,1.4084245413734326,-0.03132701873086147,0.019965325514845506
413,413.0,7.562385470713819,11.752593497290873,0.0,,,,1.354675098907049,-0.02510312647953679,0.026099366854719502
414,414.0,7.575749771440151,11.754800899917083,0.0,,,,1.3539323673791666,-0.025215894769080885,0.026099366854719502
415,415.0,7.594153272472982,11.758436367186944,0.0,,,,1.3684197960645832,-0.024490474066445042,0.02556282153429078
416,416.0,7.658766959598292,11.851972467114795,0.0,,,,1.4115005107930287,-0.016318523651599644,0.0358470572482184
417,417.0,7.700903018182098,11.861138671923872,0.0,,,,1.3670221305798025,-0.015435568860537227,0.028811202845535594
418,418.0,7.714241765511431,11.864120214968962,0.0,,,,1.3663849587341514,-0.015497486408525723,0.028811202845535594
419,419.0,7.750926648770027,11.960222066073074,0.0,,,,1.3253671023130538,-0.006878665276535025,0.008931192619314758
420,420.0,7.763688588290446,11.963784067123816,0.0,,,,1.324540116640916,-0.006898245398975706,0.008931192619314758
421,421.0,7.910397903435501,12.002919062462897,0.0,,,,1.394765116906548,-0.006484950103107694,-0.005629540285717328
422,422.0,7.99207593517862,12.026310494004736,0.0,,,,1.462608073458063,-0.006095802789894431,0.046240656395982745
423,423.0,8.006137424886868,12.030333727459627,0.0,,,,1.4625119245826443,-0.006111038359299526,0.046240656395982745
424,424.0,8.09302945455505,12.068149994559858,0.0,,,,1.4127862840494212,-0.004509282999467739,0.04417237235617797
425,425.0,8.125781629105148,12.077892174425243,0.0,,,,1.3822697537413442,-0.004203607269764217,0.025686551819242415
426,426.0,8.17253584329217,12.091963737310389,0.0,,,,1.3861171192380592,-0.003929328009857157,0.04186893609481254
427,427.0,8.16243724522677,12.081533018453142,0.0,,,,1.3987804658109253,-0.0044139716939298355,0.03065863545183947
428,428.0,8.17585642595513,12.085474185980997,0.0,,,,1.398398551450869,-0.004421270946162636,0.03065863545183947
429,429.0,8.225835510641728,12.10014024854316,0.0,,,,1.423073468996593,-0.00413911749593567,0.02153398215493644
430,430.0,8.30273461324433,12.195408579200258,0.0,,,,1.3619710706986745,0.002116185779311257,0.024527475298644224
431,431.0,8.367651022229408,12.216953256948177,0.0,,,,1.3942237740002321,0.0020644803701697183,0.0075980580538791385
432,432.0,8.41874205586335,12.233928316953813,0.0,,,,1.4069218876573142,0.0020033773578291923,-0.01706688415431586
433,433.0,8.374576126734233,12.346497305157182,0.0,,,,1.4060213658651683,0.011853063762563306,0.00868520215815237
434,434.0,8.387532824348453,12.351954834584957,0.0,,,,1.4057148212676502,0.011921603904273827,0.00868520215815237
435,435.0,8.45993035559269,12.381960195937301,0.0,,,,1.4168785730909137,0.011440972505893598,0.006028916546687538
436,436.0,8.406189793107902,12.528845595865793,0.0,,,,1.4806664192376702,0.023514919344589446,-0.024850405526733045
437,437.0,8.419290816476801,12.535749942099338,0.0,,,,1.4807604681705857,0.02363589761756571,-0.024850405526733045
438,438.0,8.444515040166442,12.550135380261466,0.0,,,,1.4495867850350197,0.022336774863093083,-0.025813049478337978
439,439.0,8.549824698043489,12.4742268140741,0.0,,,,1.4570247441116175,0.012285093514160857,-0.014758931932656425
440,440.0,8.577785478888499,12.397465525871036,0.0,,,,1.4735174814155632,0.005104892999836374,-0.036451648529853234
441,441.0,8.591554573984359,12.402714246673591,0.0,,,,1.473578907672477,0.005135532030805965,-0.036451648529853234
442,442.0,8.784533120778015,12.444050594690006,0.0,,,,1.5306645672718453,0.0022676685417508027,0.01158978864765792
443,443.0,8.7903943761913,12.445982390334176,0.0,,,,1.523953037464363,0.0022021571581935357,-0.010049124539771775
444,444.0,8.841354770649168,12.464467925508373,0.0,,,,1.6033500975443045,0.0021597401247132196,-0.02826892269680129
445,445.0,8.834569268421127,12.558143340404058,0.0,,,,1.5716179368775463,0.009712027292351329,-0.015761601639086423
446,446.0,8.849056184630117,12.564244112559596,0.0,,,,1.5721421041979784,0.009763335062636552,-0.015761601639086423
447,447.0,8.894902553102563,12.583446354872956,0.0,,,,1.5537964001520597,0.009244768333909829,-0.030615426120972847
448,448.0,8.897045054852068,12.853181336702072,0.0,,,,1.5132036953378716,0.02883685636611572,-0.013259122628822015
449,449.0,8.920485243427576,12.868214987190973,0.0,,,,1.4852711788943864,0.027183358780126964,-0.033337796060520355
450,450.0,8.959454909499838,12.889131889357996,0.0,,,,1.5310887949906558,0.026514402417994836,-0.024297305318969793
451,451.0,9.012612659557712,12.772592568723178,0.0,,,,1.5266880558255116,0.015346556333720238,-0.0338378015289192
452,452.0,9.026319992476964,12.779319550203299,0.0,,,,1.5269628180280308,0.015419729361507421,-0.0338378015289192
453,453.0,9.138133771905434,12.854002014339791,0.0,,,,1.5130097053872094,0.015480364791521595,-0.048592358798313036
454,454.0,9.18940609654393,12.87924050257856,0.0,,,,1.50417989629879,0.014145768829828322,-0.04582168529293873
455,455.0,9.20289589326153,12.885898133320842,0.0,,,,1.5043317651393833,0.014210646676476028,-0.04582168529293873
456,456.0,9.298261168526174,12.829719896723157,0.0,,,,1.4973544068814726,0.006310478230483063,0.00015471766939486342
457,457.0,9.311140324162222,12.834795728631644,0.0,,,,1.4379313163844643,0.005929732354987724,-0.011814794818259875
458,458.0,9.367280098818393,12.85900612960538,0.0,,,,1.4371670946013013,0.0056234267455935365,-0.0006917849687649198
459,459.0,9.486010584240116,12.874077550672395,0.0,,,,1.4374781758434636,0.0027522760162261486,-0.02818915731174714
460,460.0,9.499332116226618,12.879476148250006,0.0,,,,1.4372900626457952,0.0027600619533435203,-0.02818915731174714
461,461.0,9.536015236158011,12.894131351151398,0.0,,,,1.4330421151469164,0.0025980866817781464,-0.0416244664621753
462,462.0,9.583730701140569,12.74183633736395,0.0,,,,1.3773819970423096,-0.009206960301546517,-0.04683302811759797
463,463.0,9.643284971108075,12.760645638280623,0.0,,,,1.3997687488656958,-0.008771470464211192,-0.029401399731485783
464,464.0,9.656694070296286,12.764656944383248,0.0,,,,1.3994224386155347,-0.008818397502076197,-0.029401399731485783
465,465.0,9.71501645960061,12.825914820995544,0.0,,,,1.4245442142492042,-0.005307268337257862,-0.021895638076921534
466,466.0,9.72920956054445,12.82957108961802,0.0,,,,1.3684838636933407,-0.0050205947326577545,-0.034718272438621633
467,467.0,9.756081025142473,12.838202149294446,0.0,,,,1.3638489627425054,-0.004910230720085901,-0.036613277559659194
468,468.0,9.728454704728232,12.970026152644147,0.0,,,,1.3670154428800187,0.005494413881320192,-0.06115859959271634
469,469.0,9.741120268563664,12.97516369581004,0.0,,,,1.3665377419947409,0.005517738295253796,-0.06115859959271634
470,470.0,9.815650500285512,13.004496189739685,0.0,,,,1.4078063495907898,0.005098618991517059,-0.09573143754208194
471,471.0,9.849621129087794,13.012275051474184,0.0,,,,1.3358938524371673,0.004407192576903004,-0.07133448727098704
472,472.0,9.925440705070184,13.041545289026834,0.0,,,,1.4265459585088067,0.0042000391887278615,-0.07061173541328954
473,473.0,9.953849514139982,13.052595213156373,0.0,,,,1.4441507775195586,0.004092441786594501,-0.056338778810708104
